name,latitude,longitude,state
Oberstadion,48.18596,9.69241,Baden-Wuerttemberg
Urbach-Überdorf,50.5569,7.58695,Rheinland-Pfalz
Vrees,52.88333,7.76667,Lower Saxony
Kromsdorf,51.0,11.36667,Thuringia
Heeßen,52.23211,9.09642,Lower Saxony
Siersleben,51.60411,11.54334,Saxony-Anhalt
Schermen,52.23206,11.81382,Saxony-Anhalt
Limbach,50.58333,12.25,Saxony
Mitteleschenbach,49.21186,10.79784,Bavaria
Ahlden,52.75968,9.55115,Lower Saxony
Neuenkirchen,53.23173,8.52665,Lower Saxony
Bad Neualbenreuth,49.98037,12.44373,Bavaria
Nonnenhorn,47.57386,9.61038,Bavaria
Lübstorf,53.72561,11.41471,Mecklenburg-Vorpommern
Deensen,51.86053,9.59322,Lower Saxony
Glashütten,49.88739,11.4487,Bavaria
Neubörger,52.95815,7.44839,Lower Saxony
Adelshofen,48.18333,11.11667,Bavaria
Sankt Englmar,49.00298,12.82658,Bavaria
Heinbockel,53.57457,9.32644,Lower Saxony
Spornitz,53.40749,11.71864,Mecklenburg-Vorpommern
Esthal,49.38333,7.98333,Rheinland-Pfalz
Hohenberg an der Eger,50.09501,12.22008,Bavaria
Oberreute,47.56303,9.94449,Bavaria
Mönchsroth,49.01851,10.35856,Bavaria
Barkelsby,54.5,9.83333,Schleswig-Holstein
Jüchsen,50.47993,10.50183,Thuringia
Haßbergen,52.73333,9.23333,Lower Saxony
Schwenningen,48.1,9.0,Baden-Wuerttemberg
Oppin,51.55136,12.03274,Saxony-Anhalt
Grabenstetten,48.52397,9.46155,Baden-Wuerttemberg
Pracht,50.76031,7.64871,Rheinland-Pfalz
Rantrum,54.44062,9.12872,Schleswig-Holstein
Etzelwang,49.5276,11.58603,Bavaria
Langendernbach,50.54045,8.04814,Rheinland-Pfalz
Tauscha,51.26667,13.8,Saxony
Albaching,48.11011,12.11074,Bavaria
Bergen an der Dumme,52.89109,10.95629,Lower Saxony
Thalheim,51.65268,12.22756,Saxony-Anhalt
Winterhausen,49.70683,10.01661,Bavaria
Achtrup,54.79053,9.02848,Schleswig-Holstein
Selzen,49.86056,8.25528,Rheinland-Pfalz
Drübeck,51.8582,10.71839,Saxony-Anhalt
Oberndorf,53.75,9.15,Lower Saxony
Gingst,54.45654,13.25737,Mecklenburg-Vorpommern
Obernheim,48.16297,8.86113,Baden-Wuerttemberg
Roth,50.7623,7.70016,Rheinland-Pfalz
Beckedorf,52.35,9.31667,Lower Saxony
Fürfeld,49.77737,7.89264,Rheinland-Pfalz
Otterwisch,51.2,12.61667,Saxony
Strande,54.43333,10.16667,Schleswig-Holstein
Bollendorf,49.85268,6.35795,Rheinland-Pfalz
Mettenheim,49.74,8.32583,Rheinland-Pfalz
Hohenwarsleben,52.17898,11.49994,Saxony-Anhalt
Frose,51.79581,11.37914,Saxony-Anhalt
Elstertrebnitz,51.15,12.23333,Saxony
Emkendorf,54.26667,9.85,Schleswig-Holstein
Tirpersdorf,50.43333,12.25,Saxony
Dexheim,49.84722,8.31667,Rheinland-Pfalz
Neuerburg,50.00102,6.94828,Rheinland-Pfalz
Wolmirsleben,51.95,11.48333,Saxony-Anhalt
Priesendorf,49.9075,10.71183,Bavaria
Hohenburg,49.29507,11.79906,Bavaria
Remlingen,49.80477,9.69484,Bavaria
Kleinsendelbach,49.59558,11.15773,Bavaria
Hiltenfingen,48.16085,10.7175,Bavaria
Gremsdorf,49.69506,10.83218,Bavaria
Zwota,50.35103,12.42241,Saxony
Leißling,51.1826,11.90954,Saxony-Anhalt
Werftpfuhl,52.66014,13.79351,Brandenburg
Großhennersdorf,50.98597,14.78776,Saxony
Basdahl,53.44502,9.00025,Lower Saxony
Schneizlreuth,47.68333,12.8,Bavaria
Oberlichtenau,51.21875,13.98992,Saxony
Irsch,49.60487,6.59547,Rheinland-Pfalz
Wewelsfleth,53.85,9.4,Schleswig-Holstein
Soderstorf,53.14275,10.14807,Lower Saxony
Thune,52.33261,10.51048,Lower Saxony
Großlangheim,49.7562,10.24065,Bavaria
Rödelsee,49.7284,10.2436,Bavaria
Stralendorf,53.57498,11.30356,Mecklenburg-Vorpommern
Tännesberg,49.53182,12.32765,Bavaria
Tannenbergsthal,50.43665,12.45754,Saxony
Seebach,48.57621,8.17048,Baden-Wuerttemberg
Neu Darchau,53.22901,10.88529,Lower Saxony
Breiholz,54.20554,9.52371,Schleswig-Holstein
Hartenstein,49.6,11.51667,Bavaria
Bell,50.38333,7.23333,Rheinland-Pfalz
Mertloch,50.26948,7.30814,Rheinland-Pfalz
Deisenhausen,48.25554,10.32698,Bavaria
Paunzhausen,48.47486,11.56463,Bavaria
Süstedt,52.86165,8.92213,Lower Saxony
Kayna,50.99414,12.2371,Saxony-Anhalt
Krummesse,53.78333,10.65,Schleswig-Holstein
Weingarten,49.25946,8.2862,Rheinland-Pfalz
Pfakofen,48.85822,12.22744,Bavaria
Bullay,50.05448,7.1373,Rheinland-Pfalz
Eppenbrunn,49.11667,7.56667,Rheinland-Pfalz
Sonnen,48.68333,13.71667,Bavaria
Hähnichen,51.3654,14.86098,Saxony
Poxdorf,49.93642,11.12211,Bavaria
Dranske,54.63118,13.22831,Mecklenburg-Vorpommern
Berg,50.55523,6.94886,Rheinland-Pfalz
Riestedt,51.49496,11.36023,Saxony-Anhalt
Görzke,52.17179,12.37506,Brandenburg
Bell,50.06139,7.41515,Rheinland-Pfalz
Steeden,50.41539,8.12748,Hesse
Böttingen,48.1,8.8,Baden-Wuerttemberg
Lauenhagen,52.35547,9.20637,Lower Saxony
Friesenried,47.87477,10.53464,Bavaria
Niedermohr,49.45899,7.46955,Rheinland-Pfalz
Rammenau,51.15,14.13333,Saxony
Günzach,47.82491,10.43547,Bavaria
Wiemersdorf,53.95815,9.90297,Schleswig-Holstein
Schopp,49.35,7.68333,Rheinland-Pfalz
Langeneichstädt,51.34537,11.7433,Saxony-Anhalt
Trossin,51.61667,12.81667,Saxony
Löf,50.23333,7.43333,Rheinland-Pfalz
Geusa,51.33914,11.94382,Saxony-Anhalt
Queis,51.47626,12.13455,Saxony-Anhalt
Simmern,50.38914,7.67396,Rheinland-Pfalz
Maring-Noviand,49.93333,7.0,Rheinland-Pfalz
Rühme - Lincolnsdlg.,52.3071,10.52032,Lower Saxony
Ascha,49.0,12.63333,Bavaria
Untrasried,47.83333,10.38333,Bavaria
Dedelstorf,52.7,10.5,Lower Saxony
Daisendorf,47.71265,9.26783,Baden-Wuerttemberg
Großbodungen,51.47572,10.48104,Thuringia
Merxheim,49.79297,7.5601,Rheinland-Pfalz
Kleinschmalkalden,50.79631,10.47489,Thuringia
Bennstedt,51.48201,11.8262,Saxony-Anhalt
Treia,54.5,9.31667,Schleswig-Holstein
Seelingstädt,50.77266,12.24361,Thuringia
Ostenfeld,54.464,9.2343,Schleswig-Holstein
Freudenburg,49.54348,6.53292,Rheinland-Pfalz
Friedersdorf,51.02416,14.56246,Saxony
Hohenfurch,47.85,10.9,Bavaria
Sankt Goarshausen,50.15839,7.71374,Rheinland-Pfalz
Klitten,51.35109,14.60526,Saxony
Wasserleben,51.92089,10.7567,Saxony-Anhalt
Leubnitz,50.72313,12.3566,Saxony
Teugn,48.89299,12.01175,Bavaria
Georgenberg,49.70297,12.42082,Bavaria
Wolfsegg,49.10731,11.9781,Bavaria
Gielow,53.69756,12.74521,Mecklenburg-Vorpommern
Sukow,53.54428,11.56194,Mecklenburg-Vorpommern
Crinitz,51.73333,13.76667,Brandenburg
Stubenberg,48.31667,13.08333,Bavaria
Gremersdorf,54.33333,10.93333,Schleswig-Holstein
Eisenburg,48.01404,10.2087,Bavaria
Gundremmingen,48.5,10.4,Bavaria
Langballig,54.8,9.63333,Schleswig-Holstein
Wieda,51.634,10.58704,Lower Saxony
Jagsthausen,49.31056,9.46833,Baden-Wuerttemberg
Ladelund,54.84084,9.02135,Schleswig-Holstein
Hilbersdorf,50.854,12.94776,Saxony
Martinhagen,51.28688,9.28611,Hesse
Friedelsheim,49.44694,8.22306,Rheinland-Pfalz
Wincheringen,49.60904,6.42597,Rheinland-Pfalz
Blomberg,53.57678,7.55824,Lower Saxony
Adelzhausen,48.35671,11.13851,Bavaria
Mönchsdeggingen,48.77605,10.58043,Bavaria
Langenmosen,48.60658,11.21378,Bavaria
Schwarzhofen,49.37749,12.3449,Bavaria
Weißenborn-Lüderode,51.5319,10.41889,Thuringia
Tülau,52.57578,10.87818,Lower Saxony
Kadenbach,50.38333,7.73333,Rheinland-Pfalz
Schaufling,48.85,13.06667,Bavaria
Rümmingen,47.6412,7.64198,Baden-Wuerttemberg
Pechbrunn,49.96667,12.16667,Bavaria
Gillenfeld,50.1279,6.90383,Rheinland-Pfalz
Schwaförden,52.73775,8.83026,Lower Saxony
Niemberg,51.55035,12.09089,Saxony-Anhalt
Klein Rönnau,53.96667,10.31667,Schleswig-Holstein
Kirchworbis,51.41122,10.39625,Thuringia
Langenorla,50.74067,11.58023,Thuringia
Dersum,52.96112,7.27394,Lower Saxony
Sierksdorf,54.06667,10.76667,Schleswig-Holstein
Kessin,53.72928,13.30773,Mecklenburg-Vorpommern
Bechtolsheim,49.80417,8.19389,Rheinland-Pfalz
Westendorf,48.57209,10.84049,Bavaria
Rohrenfels,48.68654,11.15619,Bavaria
Schnega,52.8913,10.89226,Lower Saxony
Haidmühle,48.82565,13.77649,Bavaria
Kottgeisering,48.11667,11.13333,Bavaria
Uchtspringe,52.54011,11.59959,Saxony-Anhalt
Ölper,52.28638,10.49924,Lower Saxony
Hainsfarth,48.95839,10.62491,Bavaria
Freienwill,54.72752,9.49414,Schleswig-Holstein
Plötzkau,51.75,11.68333,Saxony-Anhalt
Estorf,53.57601,9.20271,Lower Saxony
Destedt,52.23801,10.71063,Lower Saxony
Weißkeißel,51.49405,14.71515,Saxony
Jesenwang,48.16667,11.13333,Bavaria
Burgpreppach,50.14149,10.64977,Bavaria
Oberschweinbach,48.23817,11.15571,Bavaria
Schönstedt,51.12,10.57743,Thuringia
Baalberge,51.76469,11.7988,Saxony-Anhalt
Teicha,51.55887,11.95482,Saxony-Anhalt
Ayl,49.63333,6.55,Rheinland-Pfalz
Schwenningen,48.65,10.65,Bavaria
Gönnheim,49.44806,8.23861,Rheinland-Pfalz
Hohenwarthe,52.22968,11.71528,Saxony-Anhalt
Reichenbach-Steegen,49.5,7.55,Rheinland-Pfalz
Winklarn,49.42688,12.47986,Bavaria
Büsingen,47.69638,8.68759,Baden-Wuerttemberg
Dellfeld,49.23397,7.47399,Rheinland-Pfalz
Gräfenhain,50.81667,10.7,Thuringia
Seulingen,51.54129,10.16263,Lower Saxony
Schweigen-Rechtenbach,49.05314,7.95638,Rheinland-Pfalz
Lehmkuhlen,54.23333,10.36667,Schleswig-Holstein
Gammelsdorf,48.55,11.95,Bavaria
Schirnding,50.08205,12.22742,Bavaria
Lehmen,50.28333,7.45,Rheinland-Pfalz
Luisenthal,50.78333,10.73333,Thuringia
Wülfershausen,50.33201,10.34084,Bavaria
Jungingen,48.32787,9.04095,Baden-Wuerttemberg
Ermlitz,51.39182,12.15946,Saxony-Anhalt
Drangstedt,53.61359,8.75576,Lower Saxony
Mühlanger,51.85,12.75,Saxony-Anhalt
Kluse,52.93633,7.34093,Lower Saxony
Wendisch Rietz,52.21613,14.00845,Brandenburg
Nennslingen,49.04709,11.13052,Bavaria
Burgwindheim,49.82733,10.59631,Bavaria
Niederdorla,51.16025,10.4482,Thuringia
Münchsteinach,49.63937,10.59502,Bavaria
Lutzerath,50.12695,7.0074,Rheinland-Pfalz
Hartmannsdorf,50.75804,12.42687,Saxony
Waabs,54.53333,9.98333,Schleswig-Holstein
Roigheim,49.36472,9.34,Baden-Wuerttemberg
Lassan,53.94874,13.85219,Mecklenburg-Vorpommern
Niederneisen,50.33333,8.05,Rheinland-Pfalz
Leiwen,49.81667,6.88333,Rheinland-Pfalz
Bösenbrunn,50.39703,12.09998,Saxony
Dennheritz,50.81412,12.46519,Saxony
Niederbreitbach,50.53051,7.42099,Rheinland-Pfalz
Gräfendorf,50.12267,9.7405,Bavaria
Schloßvippach,51.10499,11.14512,Thuringia
Salgen,48.13069,10.4789,Bavaria
Garstedt,53.28467,10.16137,Lower Saxony
Seibersbach,49.96667,7.71667,Rheinland-Pfalz
Abtsdorf,51.88984,12.72526,Saxony-Anhalt
Weyerbusch,50.71667,7.55,Rheinland-Pfalz
Uichteritz,51.20652,11.92215,Saxony-Anhalt
Aislingen,48.50648,10.45778,Bavaria
Eddelak,53.95,9.15,Schleswig-Holstein
Mehrstetten,48.37609,9.566,Baden-Wuerttemberg
Langenhahn,50.58333,7.91667,Rheinland-Pfalz
Obersöchering,47.73333,11.21667,Bavaria
Wendelsheim,49.76667,8.0,Rheinland-Pfalz
Thür,50.35692,7.27689,Rheinland-Pfalz
Ruppertsweiler,49.19707,7.68957,Rheinland-Pfalz
Sterup,54.7265,9.73572,Schleswig-Holstein
Küsten,52.97779,11.0624,Lower Saxony
Hilgert,50.45634,7.68735,Rheinland-Pfalz
Mötzing,48.8935,12.37361,Bavaria
Borgstedt,54.33268,9.70954,Schleswig-Holstein
Wallgau,47.51667,11.28333,Bavaria
Sielenbach,48.4,11.16667,Bavaria
Witzhave,53.56667,10.33333,Schleswig-Holstein
Gossersweiler-Stein,49.15,7.93333,Rheinland-Pfalz
Wiesthal,50.03333,9.43333,Bavaria
Steinbergkirche,54.75463,9.76069,Schleswig-Holstein
Ernsgaden,48.73333,11.58333,Bavaria
Wackerow,53.67683,12.98164,Mecklenburg-Vorpommern
Bollingstedt,54.59229,9.41738,Schleswig-Holstein
Störnstein,49.73232,12.20547,Bavaria
Kirchlauter,50.0443,10.71776,Bavaria
Wört,49.03047,10.27239,Baden-Wuerttemberg
Sankt Leonhard am Wonneberg,47.91533,12.71926,Bavaria
Todtenweis,48.51712,10.92856,Bavaria
Otter,53.24015,9.74247,Lower Saxony
Saal,54.31051,12.49935,Mecklenburg-Vorpommern
Großenstein,50.9,12.2,Thuringia
Missen-Wilhams,47.6,10.11667,Bavaria
Pfofeld,49.1059,10.83664,Bavaria
Norheim,49.81091,7.81478,Rheinland-Pfalz
Buttlar,50.7577,9.95277,Thuringia
Blankenheim,51.50717,11.42878,Saxony-Anhalt
Hirschfeld,51.38333,13.61667,Brandenburg
Heiligenroth,50.45,7.86667,Rheinland-Pfalz
Emersacker,48.48965,10.6738,Bavaria
Unterammergau,47.61658,11.02718,Bavaria
Kottweiler-Schwanden,49.48333,7.53333,Rheinland-Pfalz
Rümmelsheim,49.93307,7.85977,Rheinland-Pfalz
Weißandt-Gölzau,51.6707,12.07338,Saxony-Anhalt
Sohland am Rotstein,51.11643,14.78372,Saxony
Weiltingen,49.03878,10.45052,Bavaria
Apfelstädt,50.90157,10.88977,Thuringia
Veckenstedt,51.90113,10.73203,Saxony-Anhalt
Eldena,53.23191,11.41804,Mecklenburg-Vorpommern
Sommerach,49.82923,10.20792,Bavaria
Rothenstein,50.85,11.6,Thuringia
Borkwalde,52.25,12.83333,Brandenburg
Tucheim,52.28923,12.18423,Saxony-Anhalt
Nohra,50.96136,11.25971,Thuringia
Waake,51.55637,10.05713,Lower Saxony
Richtenberg,54.20131,12.89409,Mecklenburg-Vorpommern
Inning am Holz,48.34687,12.07506,Bavaria
Kleinaitingen,48.2185,10.86923,Bavaria
Borstel,52.67034,8.96896,Lower Saxony
Emmering,47.99762,12.05642,Bavaria
Malliß,53.21132,11.32716,Mecklenburg-Vorpommern
Finsterbergen,50.83464,10.58916,Thuringia
Gammelshausen,48.64023,9.65072,Baden-Wuerttemberg
Oberschwarzach,49.86051,10.40999,Bavaria
Dibbesdorf,52.30092,10.60213,Lower Saxony
Grattersdorf,48.80364,13.15372,Bavaria
Dahlenwarsleben,52.19519,11.53736,Saxony-Anhalt
Geslau,49.36643,10.31528,Bavaria
Außernzell,48.72409,13.20291,Bavaria
Nottensdorf,53.48333,9.6,Lower Saxony
Breitbrunn,48.0432,12.15431,Bavaria
Ebertsheim,49.56833,8.10861,Rheinland-Pfalz
Wittnau,47.95,7.81667,Baden-Wuerttemberg
Evessen,52.18888,10.71081,Lower Saxony
Zurow,53.86429,11.61434,Mecklenburg-Vorpommern
Dabel,53.66112,11.90025,Mecklenburg-Vorpommern
Dümmer,53.57629,11.20497,Mecklenburg-Vorpommern
Niederschönenfeld,48.71667,10.93333,Bavaria
Busenberg,49.13024,7.8293,Rheinland-Pfalz
Trinwillershagen,54.25048,12.62312,Mecklenburg-Vorpommern
Lübow,53.85256,11.5244,Mecklenburg-Vorpommern
Nahrendorf,53.17389,10.81381,Lower Saxony
Frauenneuharting,48.03873,12.0478,Bavaria
Ruppertsberg,49.40028,8.19611,Rheinland-Pfalz
Wechingen,48.89229,10.61331,Bavaria
Hattenhofen,48.22231,11.11551,Bavaria
Borne,51.94881,11.55865,Saxony-Anhalt
Hasloch,49.79194,9.49361,Bavaria
Bubesheim,48.43333,10.25,Bavaria
Mielkendorf,54.28333,10.05,Schleswig-Holstein
Rattiszell,49.02573,12.65924,Bavaria
Buttelstedt,51.0765,11.34353,Thuringia
Perkam,48.85528,12.43979,Bavaria
Kunreuth,50.23321,11.53119,Bavaria
Altenkirchen,49.44313,7.32084,Rheinland-Pfalz
Hohenpolding,48.38333,12.13333,Bavaria
Wimmelburg,51.52069,11.50696,Saxony-Anhalt
Aufseß,49.8837,11.22692,Bavaria
Golzow,52.27617,12.60052,Brandenburg
Mehlmeisel,49.97421,11.862,Bavaria
Großweil,47.67598,11.30108,Bavaria
Malborn,49.71667,6.98333,Rheinland-Pfalz
Altdorf,48.59421,9.27165,Baden-Wuerttemberg
Kastl,49.83333,11.9,Bavaria
Kasbach-Ohlenberg,50.58333,7.26667,Rheinland-Pfalz
Trabitz,49.8,11.9,Bavaria
Kirchenpingarten,49.93333,11.78333,Bavaria
Karbach,49.86701,9.63806,Bavaria
Weselberg,49.33662,7.6078,Rheinland-Pfalz
Stolberg,51.57426,10.95582,Saxony-Anhalt
Klotten,50.16667,7.2,Rheinland-Pfalz
Groß Ammensleben,52.23279,11.52195,Saxony-Anhalt
Hüttisheim,48.27965,9.94246,Baden-Wuerttemberg
Britten,49.52061,6.67651,Saarland
Stöckse,52.64067,9.34027,Lower Saxony
Laudenbach,49.74583,9.17611,Bavaria
Üxheim,50.35,6.75,Rheinland-Pfalz
Schwarza,50.85386,11.32433,Thuringia
Köngernheim,49.84583,8.24667,Rheinland-Pfalz
Wesseln,54.20985,9.07644,Schleswig-Holstein
Steinhorst,52.68333,10.4,Lower Saxony
Mariaposching,48.83333,12.8,Bavaria
Hammerbrücke,50.43504,12.415,Saxony
Pölzig,50.95,12.2,Thuringia
Bruckberg,49.35991,10.69924,Bavaria
Brockel,53.1,9.51667,Lower Saxony
Gutenstetten,49.61667,10.63333,Bavaria
Appenheim,49.93,8.03333,Rheinland-Pfalz
Großniedesheim,49.57528,8.31222,Rheinland-Pfalz
Allermöhe,53.48806,10.11588,Schleswig-Holstein
Wittmar,52.12969,10.64,Lower Saxony
Kellmünz,48.12159,10.12811,Bavaria
Niederwerth,50.4,7.61667,Rheinland-Pfalz
Lachen,47.9459,10.23943,Bavaria
Gartow,53.0247,11.462,Lower Saxony
Weng,48.65866,12.36927,Bavaria
Wallerfing,48.68416,12.88035,Bavaria
Apollensdorf,51.87634,12.55012,Saxony-Anhalt
Stapelburg,51.90075,10.6624,Saxony-Anhalt
Erbes-Büdesheim,49.75444,8.03139,Rheinland-Pfalz
Mehren,50.18333,6.88333,Rheinland-Pfalz
Lintig,53.60341,8.87876,Lower Saxony
Landsberied,48.16667,11.16667,Bavaria
Wittorf,53.01207,9.51675,Lower Saxony
Wittorf,53.33333,10.38333,Lower Saxony
Ahsen-Oetzen,52.95868,9.07933,Lower Saxony
Döllnitz,51.40777,12.02831,Saxony-Anhalt
Grünhainichen,50.7672,13.15366,Saxony
Langen,52.53985,7.4674,Lower Saxony
Leupoldsgrün,50.3,11.8,Bavaria
Weißdorf,50.18333,11.85,Bavaria
Marktoffingen,48.92566,10.47078,Bavaria
Stallwang,48.55838,12.23108,Bavaria
Wiesenau,52.23071,14.59107,Brandenburg
Horstedt,53.18333,9.23333,Lower Saxony
Kakenstorf,53.30317,9.76289,Lower Saxony
Angern,52.35,11.73333,Saxony-Anhalt
Goßwitz,50.63536,11.47737,Thuringia
Lindau,54.38333,9.9,Schleswig-Holstein
Wiedergeltingen,48.03946,10.67406,Bavaria
Niederdorf,50.72623,12.78587,Saxony
Großschweidnitz,51.06939,14.64297,Saxony
Lengenwang,47.7,10.6,Bavaria
Viereck,53.54898,14.04001,Mecklenburg-Vorpommern
Stadensen,52.87571,10.55619,Lower Saxony
Ebnath,49.95,11.93333,Bavaria
Fünfstetten,48.83215,10.7654,Bavaria
Seybothenreuth,49.89372,11.70531,Bavaria
Meuselbach,50.57152,11.09143,Thuringia
Langwedel,54.21033,9.92761,Schleswig-Holstein
Königsfeld,49.94603,11.1652,Bavaria
Markt Berolzheim,49.00955,10.84473,Bavaria
Wusterhusen,54.11312,13.61608,Mecklenburg-Vorpommern
Unteregg,47.96667,10.46667,Bavaria
Beiersdorf,51.07405,14.53828,Saxony
Greiling,47.76667,11.61667,Bavaria
Thüngen,49.9414,9.8586,Bavaria
Trebitz,51.58615,11.91965,Saxony-Anhalt
Meddersheim,49.77636,7.61708,Rheinland-Pfalz
Varrel,52.6215,8.7331,Lower Saxony
Herschweiler-Pettersheim,49.48333,7.35,Rheinland-Pfalz
Schönbach,51.06667,14.56667,Saxony
Neubrück,52.37088,10.41761,Lower Saxony
Schwabstedt,54.39705,9.18646,Schleswig-Holstein
Mickhausen,48.24171,10.64026,Bavaria
Liebstadt,50.86417,13.85694,Saxony
Stetten,48.02382,10.44474,Bavaria
Osterfeld,51.08014,11.93047,Saxony-Anhalt
Schönau,50.07571,9.72169,Bavaria
Kropstädt,51.96307,12.7455,Saxony-Anhalt
Grünenbach,47.62864,10.00843,Bavaria
Pennigsehl,52.64181,9.0263,Lower Saxony
Ötzingen,50.5,7.83333,Rheinland-Pfalz
Borstendorf,50.77323,13.17918,Saxony
Neukirchen,54.86667,8.73333,Schleswig-Holstein
Düngenheim,50.26062,7.16523,Rheinland-Pfalz
Lauben,48.05928,10.29014,Bavaria
Effelder,51.23948,10.24778,Thuringia
Dettum,52.17246,10.66807,Lower Saxony
Wittenhagen,54.18379,13.07133,Mecklenburg-Vorpommern
Sankelmark,54.71803,9.42344,Schleswig-Holstein
Hamberge,53.83333,10.58333,Schleswig-Holstein
Schraplau,51.4375,11.66823,Saxony-Anhalt
Niedermurach,49.44999,12.3761,Bavaria
Dreis,49.9409,6.81845,Rheinland-Pfalz
Gstadt am Chiemsee,47.88453,12.41813,Bavaria
Groß Nemerow,53.47342,13.22482,Mecklenburg-Vorpommern
Buch am Buchrain,48.2151,11.99509,Bavaria
Eichigt,50.35,12.16667,Saxony
Dausenau,50.33333,7.76667,Rheinland-Pfalz
Wildenberg,48.72981,11.89845,Bavaria
Mödingen,48.64327,10.43173,Bavaria
Baisweil,47.94439,10.54007,Bavaria
Attenhofen,48.65072,11.8485,Bavaria
Friedenfels,49.8826,12.10124,Bavaria
Wurmsham,48.35,12.33333,Bavaria
Osterspai,50.24453,7.61227,Rheinland-Pfalz
Zeppelinheim,50.03538,8.61333,Hesse
Ziesendorf,53.99433,12.03933,Mecklenburg-Vorpommern
Didderse,52.38042,10.40294,Lower Saxony
Urspringen,49.90166,9.67123,Bavaria
Siedenburg,52.69293,8.93961,Lower Saxony
Wiltingen,49.65919,6.59255,Rheinland-Pfalz
Steimel,50.61667,7.63333,Rheinland-Pfalz
Trautskirchen,49.4581,10.59361,Bavaria
Glindenberg,52.23857,11.68361,Saxony-Anhalt
Ramerberg,48.01806,12.14513,Bavaria
Steinbach,50.83321,10.36393,Thuringia
Reimlingen,48.81667,10.51667,Bavaria
Irsee,47.90815,10.57177,Bavaria
Kosel,54.5058,9.75653,Schleswig-Holstein
Schwabsoien,47.83333,10.83333,Bavaria
Quern,54.75,9.71667,Schleswig-Holstein
Kuddewörde,53.58333,10.4,Schleswig-Holstein
Hagnau,47.67666,9.31787,Baden-Wuerttemberg
Radis,51.75226,12.51453,Saxony-Anhalt
Wallmerod,50.48333,7.95,Rheinland-Pfalz
Häusern,47.75,8.16667,Baden-Wuerttemberg
Niederrieden,48.0576,10.18321,Bavaria
Bausendorf,50.01667,7.0,Rheinland-Pfalz
Dobien,51.90519,12.61068,Saxony-Anhalt
Reinstorf,53.23445,10.57323,Lower Saxony
Trulben,49.13916,7.5437,Rheinland-Pfalz
Absberg,49.14438,10.88101,Bavaria
Kretzschau,51.05,12.06667,Saxony-Anhalt
Klausen,49.9,6.88333,Rheinland-Pfalz
Wöhrden,54.16667,9.0,Schleswig-Holstein
Klettbach,50.91667,11.15,Thuringia
Kirchwalsede,53.01667,9.4,Lower Saxony
Bensdorf,52.41667,12.33333,Brandenburg
Schillingen,49.63333,6.78333,Rheinland-Pfalz
Seebergen,50.92077,10.7992,Thuringia
Oßmannstedt,51.01815,11.42746,Thuringia
Moosach,48.03213,11.8751,Bavaria
Helgoland,54.18143,7.8863,Schleswig-Holstein
Niedertaufkirchen,48.33333,12.55,Bavaria
Fachbach,50.33944,7.6893,Rheinland-Pfalz
Gondershausen,50.15,7.5,Rheinland-Pfalz
Kolbingen,48.05227,8.88957,Baden-Wuerttemberg
Marktgraitz,50.18358,11.19441,Bavaria
Holtsee,54.4,9.85,Schleswig-Holstein
Erxleben,52.21812,11.24245,Saxony-Anhalt
Kalkhorst,53.97012,11.04469,Mecklenburg-Vorpommern
Wellen,52.14518,11.44106,Saxony-Anhalt
Paulinenaue,52.67701,12.71067,Brandenburg
Udenheim,49.86472,8.17167,Rheinland-Pfalz
Neustadt am Main,49.93021,9.56808,Bavaria
Padenstedt,54.05,9.91667,Schleswig-Holstein
Orenhofen,49.9,6.65,Rheinland-Pfalz
Binswangen,48.55798,10.64249,Bavaria
Oppurg,50.71065,11.65289,Thuringia
Hauptstuhl,49.4,7.48333,Rheinland-Pfalz
Holzdorf,51.77873,13.12756,Saxony-Anhalt
Hennweiler,49.81667,7.43333,Rheinland-Pfalz
Anhausen,50.5,7.55,Rheinland-Pfalz
Irrel,49.84539,6.45705,Rheinland-Pfalz
Unterdießen,47.98333,10.83333,Bavaria
Manderscheid,50.09672,6.80981,Rheinland-Pfalz
Amberg,48.06667,10.68333,Bavaria
Gemünden,49.89444,7.4775,Rheinland-Pfalz
Fürstenberg,51.73333,9.4,Lower Saxony
Gütenbach,48.05,8.15,Baden-Wuerttemberg
Sankt Gangloff,50.85522,11.89446,Thuringia
Stolpe,54.13333,10.21667,Schleswig-Holstein
Schnürpflingen,48.2728,9.99292,Baden-Wuerttemberg
Altenbüren,51.38634,8.50584,North Rhine-Westphalia
Auhagen,52.39828,9.29194,Lower Saxony
Kienberg,48.03481,12.4633,Bavaria
Bächingen an der Brenz,48.54627,10.31281,Bavaria
Bredenbek,54.32247,9.87293,Schleswig-Holstein
Gössenheim,50.01667,9.78333,Bavaria
Bayerisch Eisenstein,49.11667,13.2,Bavaria
Goldbeck,52.71695,11.8606,Saxony-Anhalt
Vaale,54.0,9.38333,Schleswig-Holstein
Hundeshagen,51.43333,10.28333,Thuringia
Niederstriegis,51.08243,13.14925,Saxony
Großgoltern,52.33261,9.50111,Lower Saxony
Porschdorf,50.9418,14.12687,Saxony
Untermaßfeld,50.53333,10.41667,Thuringia
Hamdorf,54.22522,9.51866,Schleswig-Holstein
Oberscheinfeld,49.70829,10.43418,Bavaria
Brandshagen,54.23945,13.16917,Mecklenburg-Vorpommern
Hellenhahn-Schellenberg,50.61278,8.02639,Rheinland-Pfalz
Pielenhofen,49.07235,11.95699,Bavaria
